2026-04-05 12:45:30,831 - INFO - Use pytorch device_name: cuda:0
2026-04-05 12:45:30,831 - INFO - Load pretrained SentenceTransformer: shibing624/text2vec-base-chinese
2026-04-05 12:45:36,475 - INFO - Law retriever initialized. Total records: 45199
2026-04-05 12:45:36,478 - INFO - Start running deepseek_v3 with retrieval on task 1_1
2026-04-05 12:45:44,872 - WARNING - [1_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [631] is not enough (request id: 2026040512454033048474461114421)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:12:49,245 - WARNING - [2_4] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [729] is not enough (request id: 2026040513124937953279217303338)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:13:21,228 - WARNING - [2_4] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [729] is not enough (request id: 202604051313201062792716397698)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:13:40,494 - INFO - Start running deepseek_v3 with retrieval on task 2_5
2026-04-05 13:13:49,107 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [864] is not enough (request id: 2026040513134841197860373230183)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:13:49,948 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [778] is not enough (request id: 2026040513134858438249640928402)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:14:08,571 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [743] is not enough (request id: 2026040513140644579547494749686)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:14:21,066 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [756] is not enough (request id: 2026040513141995644812098071027)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:14:37,983 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [812] is not enough (request id: 2026040513143664879915524100845)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:15:12,353 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [742] is not enough (request id: 2026040513151074692052185783539)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:15:30,443 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [805] is not enough (request id: 2026040513152568938419535438625)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:15:41,849 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [719] is not enough (request id: 2026040513153635487713735977024)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:15:42,389 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [677] is not enough (request id: 2026040513153978538508656839049)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:15:48,425 - WARNING - [2_5] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [719] is not enough (request id: 2026040513154511133465443505935)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:15:56,476 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [731] is not enough (request id: 2026040513155070086359919625718)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:16:02,128 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [776] is not enough (request id: 2026040513155946618012819763009)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:16:09,399 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [747] is not enough (request id: 2026040513160712634074445215772)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:16:23,084 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [825] is not enough (request id: 2026040513161962005735203275091)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:16:32,779 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [754] is not enough (request id: 2026040513162770909974503652164)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:17:26,564 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [881] is not enough (request id: 2026040513172835616747887412100)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:17:53,133 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [708] is not enough (request id: 2026040513175135909568387713226)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:17:58,294 - WARNING - [2_5] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [708] is not enough (request id: 2026040513175638935994926462664)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:18:02,152 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [833] is not enough (request id: 2026040513175997659806670385470)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:18:15,272 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [790] is not enough (request id: 2026040513181026688235570945947)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:18:22,451 - WARNING - [2_5] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [758] is not enough (request id: 2026040513181433621843365740062)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:18:34,886 - INFO - Start running deepseek_v3 with retrieval on task 3_1
2026-04-05 13:18:45,388 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [803] is not enough (request id: 2026040513184062183019645289243)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:19:07,213 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [852] is not enough (request id: 2026040513190562797189481093844)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:19:11,442 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [773] is not enough (request id: 2026040513190956347478893926337)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:19:11,652 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [781] is not enough (request id: 202604051319098018075383789261)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:19:17,033 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [739] is not enough (request id: 2026040513191588354402652381836)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:19:17,645 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [787] is not enough (request id: 2026040513191715948644101695642)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:19:49,605 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [758] is not enough (request id: 2026040513194614897471367115000)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:20:29,625 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [699] is not enough (request id: 2026040513202811540969495465210)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:20:47,263 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [747] is not enough (request id: 2026040513204716021638987495058)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:21:35,033 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1031] is not enough (request id: 2026040513212524485926817540914)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:21:47,286 - WARNING - [3_1] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1031] is not enough (request id: 2026040513213830588195972456422)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:21:59,587 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [791] is not enough (request id: 2026040513215724886109225165658)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:22:09,371 - WARNING - [3_1] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [791] is not enough (request id: 2026040513220287419725596164929)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:22:34,964 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [742] is not enough (request id: 2026040513223342227616771476435)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:22:36,256 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [686] is not enough (request id: 2026040513223639445224161909840)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:23:01,089 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [845] is not enough (request id: 2026040513225455845298765429875)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:23:06,759 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [774] is not enough (request id: 2026040513230115122868457560933)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:23:25,626 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [739] is not enough (request id: 202604051323243325561528414722)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:23:26,325 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [725] is not enough (request id: 2026040513232629074219267163078)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:23:38,335 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [995] is not enough (request id: 2026040513233475191967345296591)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:23:45,131 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [641] is not enough (request id: 2026040513234096376697020935303)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:23:58,078 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [720] is not enough (request id: 2026040513235515445945310920037)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:24:10,836 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [839] is not enough (request id: 202604051324081789936294294131)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:24:18,810 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [789] is not enough (request id: 2026040513241154311248229314775)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:24:47,750 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [723] is not enough (request id: 2026040513244557198000118470853)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:24:50,808 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [769] is not enough (request id: 202604051324473269219206934034)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:26:02,769 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1385] is not enough (request id: 2026040513255324155950457805896)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:26:20,090 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1119] is not enough (request id: 2026040513261060652519522529906)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:26:36,445 - WARNING - [3_1] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1119] is not enough (request id: 2026040513262335934606160206846)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:27:27,111 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [699] is not enough (request id: 2026040513271624335707350601537)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:28:21,095 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [844] is not enough (request id: 2026040513275742526735001548379)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:28:22,870 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1847] is not enough (request id: 202604051328046228784666356799)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:28:57,100 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [703] is not enough (request id: 2026040513285255484225421031630)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:28:58,489 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1418] is not enough (request id: 2026040513284840995436900886710)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:29:18,567 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [900] is not enough (request id: 2026040513291631742704450238322)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:29:32,804 - WARNING - [3_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [884] is not enough (request id: 2026040513292499785712035943356)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:29:43,238 - INFO - Start running deepseek_v3 with retrieval on task 3_2
2026-04-05 13:30:21,202 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [835] is not enough (request id: 2026040513301127859168025590747)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:30:37,083 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [728] is not enough (request id: 2026040513303339596392479174479)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:30:44,108 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [739] is not enough (request id: 2026040513304173317748937477184)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:31:12,951 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [759] is not enough (request id: 2026040513311122253193277026876)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:31:13,970 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [827] is not enough (request id: 2026040513311292604525573793636)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:31:15,389 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [716] is not enough (request id: 2026040513311474745136056710073)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:31:20,292 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [724] is not enough (request id: 2026040513311911488658445429805)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:31:34,141 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [754] is not enough (request id: 2026040513313337572393891950465)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:31:54,139 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [781] is not enough (request id: 2026040513315128027014843729743)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:31:57,269 - WARNING - [3_2] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [781] is not enough (request id: 2026040513315742885122070945037)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:32:14,075 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [756] is not enough (request id: 2026040513321387239525513027815)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:32:25,852 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [775] is not enough (request id: 2026040513322450585725684428754)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:32:26,584 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [814] is not enough (request id: 20260405133228108564865551022)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:32:30,605 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [723] is not enough (request id: 2026040513322933907583476552901)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:32:34,049 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [783] is not enough (request id: 2026040513323178438465238218502)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:32:49,343 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [678] is not enough (request id: 2026040513324697760539255955970)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:33:15,823 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [709] is not enough (request id: 2026040513330675781108655651419)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:33:41,346 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [801] is not enough (request id: 2026040513332735896386717181007)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:33:43,667 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [822] is not enough (request id: 2026040513333136600350784834309)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:33:54,052 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [758] is not enough (request id: 2026040513334859994217680731114)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:33:56,534 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [813] is not enough (request id: 2026040513334930409671200117007)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:34:33,131 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [702] is not enough (request id: 2026040513342917225666592497282)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:34:36,976 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [816] is not enough (request id: 2026040513343151792260294829448)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:35:51,205 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [748] is not enough (request id: 2026040513352648046012373384333)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:35:58,894 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [959] is not enough (request id: 2026040513353822601763882606820)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:36:16,672 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [715] is not enough (request id: 2026040513360071970741603208795)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:36:33,582 - WARNING - [3_2] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [715] is not enough (request id: 2026040513361994893282999873563)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:36:37,963 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [704] is not enough (request id: 2026040513362696225584019658389)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:36:46,232 - WARNING - [3_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [1004] is not enough (request id: 2026040513364489535872549028718)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
